Question_Group,Historical_Question,Generic_Question,Similarity_Score,Confidence_Level,Rank
,please define ,How many persons in your household are employed in each of the following areas? [Within the City limits of [city name]:],0.0,Low,24
,please define ,Please rate your satisfaction with each of the following code enforcement items. [. Enforcing the maintenance of commercial property in your neighborhood],0.0,Low,25
,please define ,Please rate your satisfaction with each of the following items concerning your trash service. [. City efforts to keep you informed about trash removal issues],0.0,Low,26
,please define ,Please rate how safe you feel in the following situations. [. In your neighborhood during the day],0.0,Low,27
,please define ,Please rate your satisfaction with each of the following parks and recreation items. [. Number of city parks],0.0,Low,28
,please define ,Which THREE of the City services listed in Question 1 do you think are most important for the City to emphasize over the next TWO years? [1st:],0.0,Low,29
,please define ,"When you think about the number and variety of places to live, work and play in [city name], would you like to see more, about the same, or fewer of the following types of places in [city name]? [. Retail and shopping plazas]",0.0,Low,30
,please define ,Which THREE of the items listed in Question 1 do you think should receive the MOST EMPHASIS from City leaders over the next TWO years? [2nd:],0.0,Low,31
,please define ,"Which of the following best describes your race/ethnicity? [Hispanic, Spanish, or Latino/a/x]",0.0,Low,32
,please define ,Which of the following best describes your race/ethnicity? [American Indian or Alaska Native],0.0,Low,33
,please define ,Which of the following best describes your race/ethnicity? [Other],0.0,Low,34
,please define ,"Which of the following are your primary sources of information about City issues, services, and events?  [Other]",0.0,Low,35
,please define ,"Please CHECK ALL of the sources of information you use to get information about City services, news, and events? [. Other]",0.0,Low,36
,please define ,Please CHECK ALL of the following information sources you have used to get information about the City of [city name] during the past year. [Other],0.0,Low,37
,please define ,Please CHECK ALL of the following that you have done in [city name] over the past year. [Visited City government offices],0.0,Low,38
,please define ,Please CHECK ALL of the following information sources you are currently using in daily life. [Other],0.0,Low,39
,please define ,"Thinking of your own life, please check if any of the following obstacles or barriers make it difficult for you to be involved with your community. [None]",0.0,Low,40
perceptions community,please define ,Perceptions of the Community. Please rate your satisfaction with each of the following items that may influence your perception of the City of [city name]. [. Overall quality of life in the City],0.0,Low,41
,please define ,Please rate each of the following major categories of services provided by the City of [city name]. [. Overall quality of customer service you receive from City employees],0.0,Low,42
,please define ,Please rate your satisfaction with each of the following water services. [. Clarity of your tap water],0.0,Low,43
,please define ,Please rate your satisfaction with each of the park services listed. [. Number of walking and biking trails in the City],0.0,Low,44
,please define ,Please rate your satisfaction with each of the park services listed. [. The number of City parks],0.0,Low,45
,please define ,Please rate your satisfaction with the following public safety services provided by the City of [city name]. [. The visibility of police in retail areas],0.0,Low,46
,please define ,"Please rate your overall satisfaction with major categories of services provided by the City of [city name]. [. Overall quality of police, fire, and emergency medical services]",0.0,Low,47
maintenance,please define ,Maintenance. Please rate your satisfaction with the following services provided by the City of [city name]. [. Condition of major City streets],0.0,Low,48
,please define ,"Counting yourself, how many people in your household are… [Ages 65-74:]",0.0,Low,49
,please define ,What is your age?,0.0,Low,50
,please define ,"Including yourself, how many persons in your household are in each of the following age groups? [65-74 years:]",0.0,Low,51
,please define ,Please indicate the extent to which you think each of the following are an issue in the City of [city name] by circling the corresponding number below. [. Other],0.0,Low,52
,please define ,Please CHECK ALL of the following types of retail and restaurant options you would like to see in [city name]. [Other],0.0,Low,53
,please define ,Please rate your satisfaction with each of the following items concerning your recycling service. [. Overall quality of the City's curbside recycling program],0.0,Low,54
,total annual household income ,What is your total annual household income?,1.0,High,1
,total annual household income ,How many persons in your household are employed in each of the following areas? [Within the City limits of [city name]:],0.09775505835985557,Low,2
,total annual household income ,"Counting yourself, how many people in your household are… [Ages 65-74:]",0.08615296837609906,Low,3
,total annual household income ,"If you had a budget of $100 for services provided by the City of Riveria Beach, how would you allocate the funds among these categories? [Please be sure your total adds up to $100.] [Parks, Golf, and Open Spaces (including park, outdoor athletic fields and courts, trails, golf, open space, and trails.)]",0.07979477971673327,Low,4
,total annual household income ,"Including yourself, how many persons in your household are in each of the following age groups? [65-74 years:]",0.0786234483613882,Low,5
major categories city services,total annual household income ,Major Categories of City Services. Please indicate whether you or any member of your household have used each of the following services in the past 12 months. [. Customer service provided by city employees],0.07054479631219411,Low,6
,total annual household income ,Which FOUR of the services listed above do you think should be the City's top priorities? [2nd:],0.0,Low,7
,total annual household income ,Please CHECK ALL of the following items that would make you try DART or cause you to ride more often. [More convenient routes],0.0,Low,8
,total annual household income ,Please indicate how the City of [city name] compares to other cities in Des Moines metro areas in the following areas. [. City facilities],0.0,Low,9
parks recreation,total annual household income ,Parks and Recreation. Please rate the City's performance in the following areas. [. Appearance/maintenance of parks],0.0,Low,10
,total annual household income ,"For the items you selected, how would you rate the overall performance? [. Sewer services (e.g., sanitary sewer/wastewater)]",0.0,Low,11
,total annual household income ,Please rate the City of [city name] with regard to the following. [. As a place to live],0.0,Low,12
,total annual household income ,Please rate each of the following characteristics as they relate to [city name] as a whole. [. Ease of air travel in [city name]],0.0,Low,13
economic development,total annual household income ,Economic Development. Which TWO of the following benefits of economic development are MOST IMPORTANT to you? [Other],0.0,Low,14
,total annual household income ,How do you receive information about the city's budget and how money is spent? [Other],0.0,Low,15
,total annual household income ,Please rate your satisfaction with each of the following communication items. [. The quality of the City's website],0.0,Low,16
,total annual household income ,Please rate your satisfaction with each of the following items concerning city leadership. [. Overall quality of leadership provided by the City's elected officials],0.0,Low,17
,total annual household income ,Please rate your satisfaction with each of the following maintenance items. [. Maintenance of major City streets],0.0,Low,18
,total annual household income ,What is your gender?,0.0,Low,19
,total annual household income ,Please rate your level of agreement with each of the following statements. [. The City of [city name] is a safe community],0.0,Low,20
city aware shortage housing nationwide locally,total annual household income ,The City is aware of a shortage of housing nationwide and locally. Different housing types not already offered in [city name] will help meet the needs of future generations in our community. Do you support the City facilitating more housing in [city name] through... [Fourplexes],0.0,Low,21
meet needs future generations city considering changes transportation infrastructure network better accommodate walking biking using public transit charging electric vehicles,total annual household income ,"To meet the needs of future generations, the City is considering changes to the transportation infrastructure and network to better accommodate walking, biking, using public transit and charging electric vehicles. Do you support the City's transportation network to better accommodate multimodal transportation by... [Providing safe walking options to and from home, work, school, parks, grocery stores, etc.]",0.0,Low,22
,total annual household income ,Please rate the performance of the City employees who helped you the last time you contacted the City in the following areas. [. Courtesy],0.0,Low,23
,total annual household income ,Please indicate how likely you would be to recommend your community. [. Recommend the community as a place to live],0.0,Low,24
,total annual household income ,Do you own or rent your current residence?,0.0,Low,25
,total annual household income ,Please rate your satisfaction with each of the following code enforcement items. [. Enforcing the maintenance of commercial property in your neighborhood],0.0,Low,26
,total annual household income ,Please rate your satisfaction with each of the following items concerning your trash service. [. City efforts to keep you informed about trash removal issues],0.0,Low,27
,total annual household income ,Please rate how safe you feel in the following situations. [. In your neighborhood during the day],0.0,Low,28
,total annual household income ,Please rate your satisfaction with each of the following parks and recreation items. [. Number of city parks],0.0,Low,29
,total annual household income ,Which THREE of the City services listed in Question 1 do you think are most important for the City to emphasize over the next TWO years? [1st:],0.0,Low,30
perceptions community,total annual household income ,Perceptions of the Community. Please rate your satisfaction with each of the following items that may influence your perception of the City of [city name]. [. Overall quality of life in the City],0.0,Low,31
,total annual household income ,Which THREE of the items listed in Question 1 do you think should receive the MOST EMPHASIS from City leaders over the next TWO years? [2nd:],0.0,Low,32
,total annual household income ,"Which of the following best describes your race/ethnicity? [Hispanic, Spanish, or Latino/a/x]",0.0,Low,33
,total annual household income ,Which of the following best describes your race/ethnicity? [American Indian or Alaska Native],0.0,Low,34
,total annual household income ,Which of the following best describes your race/ethnicity? [Other],0.0,Low,35
,total annual household income ,"Which of the following are your primary sources of information about City issues, services, and events?  [Other]",0.0,Low,36
,total annual household income ,"Please CHECK ALL of the sources of information you use to get information about City services, news, and events? [. Other]",0.0,Low,37
,total annual household income ,Please CHECK ALL of the following information sources you have used to get information about the City of [city name] during the past year. [Other],0.0,Low,38
,total annual household income ,Please CHECK ALL of the following that you have done in [city name] over the past year. [Visited City government offices],0.0,Low,39
,total annual household income ,Please CHECK ALL of the following information sources you are currently using in daily life. [Other],0.0,Low,40
,total annual household income ,"Thinking of your own life, please check if any of the following obstacles or barriers make it difficult for you to be involved with your community. [None]",0.0,Low,41
,total annual household income ,Please rate each of the following major categories of services provided by the City of [city name]. [. Overall quality of customer service you receive from City employees],0.0,Low,42
,total annual household income ,"When you think about the number and variety of places to live, work and play in [city name], would you like to see more, about the same, or fewer of the following types of places in [city name]? [. Retail and shopping plazas]",0.0,Low,43
,total annual household income ,Please rate your satisfaction with each of the following water services. [. Clarity of your tap water],0.0,Low,44
,total annual household income ,Please rate your satisfaction with each of the park services listed. [. Number of walking and biking trails in the City],0.0,Low,45
,total annual household income ,Please rate your satisfaction with each of the park services listed. [. The number of City parks],0.0,Low,46
,total annual household income ,Please rate your satisfaction with the following public safety services provided by the City of [city name]. [. The visibility of police in retail areas],0.0,Low,47
,total annual household income ,"Please rate your overall satisfaction with major categories of services provided by the City of [city name]. [. Overall quality of police, fire, and emergency medical services]",0.0,Low,48
maintenance,total annual household income ,Maintenance. Please rate your satisfaction with the following services provided by the City of [city name]. [. Condition of major City streets],0.0,Low,49
,total annual household income ,"Please define ""Other.""",0.0,Low,50
,total annual household income ,What is your age?,0.0,Low,51
,total annual household income ,Please indicate the extent to which you think each of the following are an issue in the City of [city name] by circling the corresponding number below. [. Other],0.0,Low,52
,total annual household income ,Please CHECK ALL of the following types of retail and restaurant options you would like to see in [city name]. [Other],0.0,Low,53
,total annual household income ,Please rate your satisfaction with each of the following items concerning your recycling service. [. Overall quality of the City's curbside recycling program],0.0,Low,54
,rent home ,Do you own or rent your current residence?,0.41949794249248334,Low,1
meet needs future generations city considering changes transportation infrastructure network better accommodate walking biking using public transit charging electric vehicles,rent home ,"To meet the needs of future generations, the City is considering changes to the transportation infrastructure and network to better accommodate walking, biking, using public transit and charging electric vehicles. Do you support the City's transportation network to better accommodate multimodal transportation by... [Providing safe walking options to and from home, work, school, parks, grocery stores, etc.]",0.09074098503379892,Low,2
,rent home ,Which FOUR of the services listed above do you think should be the City's top priorities? [2nd:],0.0,Low,3
,rent home ,Please rate your satisfaction with each of the following items concerning city leadership. [. Overall quality of leadership provided by the City's elected officials],0.0,Low,4
,rent home ,Please rate how safe you feel in the following situations. [. In your neighborhood during the day],0.0,Low,5
,rent home ,Please indicate how the City of [city name] compares to other cities in Des Moines metro areas in the following areas. [. City facilities],0.0,Low,6
parks recreation,rent home ,Parks and Recreation. Please rate the City's performance in the following areas. [. Appearance/maintenance of parks],0.0,Low,7
major categories city services,rent home ,Major Categories of City Services. Please indicate whether you or any member of your household have used each of the following services in the past 12 months. [. Customer service provided by city employees],0.0,Low,8
,rent home ,"For the items you selected, how would you rate the overall performance? [. Sewer services (e.g., sanitary sewer/wastewater)]",0.0,Low,9
,rent home ,Please rate the City of [city name] with regard to the following. [. As a place to live],0.0,Low,10
,rent home ,Please rate each of the following characteristics as they relate to [city name] as a whole. [. Ease of air travel in [city name]],0.0,Low,11
economic development,rent home ,Economic Development. Which TWO of the following benefits of economic development are MOST IMPORTANT to you? [Other],0.0,Low,12
,rent home ,How do you receive information about the city's budget and how money is spent? [Other],0.0,Low,13
,rent home ,Please CHECK ALL of the following items that would make you try DART or cause you to ride more often. [More convenient routes],0.0,Low,14
,rent home ,What is your gender?,0.0,Low,15
,rent home ,Please rate your satisfaction with each of the following communication items. [. The quality of the City's website],0.0,Low,16
,rent home ,Which THREE of the City services listed in Question 1 do you think are most important for the City to emphasize over the next TWO years? [1st:],0.0,Low,17
,rent home ,Please rate your level of agreement with each of the following statements. [. The City of [city name] is a safe community],0.0,Low,18
city aware shortage housing nationwide locally,rent home ,The City is aware of a shortage of housing nationwide and locally. Different housing types not already offered in [city name] will help meet the needs of future generations in our community. Do you support the City facilitating more housing in [city name] through... [Fourplexes],0.0,Low,19
,rent home ,"If you had a budget of $100 for services provided by the City of Riveria Beach, how would you allocate the funds among these categories? [Please be sure your total adds up to $100.] [Parks, Golf, and Open Spaces (including park, outdoor athletic fields and courts, trails, golf, open space, and trails.)]",0.0,Low,20
,rent home ,What is your total annual household income?,0.0,Low,21
,rent home ,Please rate the performance of the City employees who helped you the last time you contacted the City in the following areas. [. Courtesy],0.0,Low,22
,rent home ,Please indicate how likely you would be to recommend your community. [. Recommend the community as a place to live],0.0,Low,23
,rent home ,How many persons in your household are employed in each of the following areas? [Within the City limits of [city name]:],0.0,Low,24
,rent home ,Please rate your satisfaction with each of the following code enforcement items. [. Enforcing the maintenance of commercial property in your neighborhood],0.0,Low,25
,rent home ,Please rate your satisfaction with each of the following items concerning your trash service. [. City efforts to keep you informed about trash removal issues],0.0,Low,26
,rent home ,Please rate your satisfaction with each of the following maintenance items. [. Maintenance of major City streets],0.0,Low,27
,rent home ,Please rate your satisfaction with each of the following parks and recreation items. [. Number of city parks],0.0,Low,28
,rent home ,"When you think about the number and variety of places to live, work and play in [city name], would you like to see more, about the same, or fewer of the following types of places in [city name]? [. Retail and shopping plazas]",0.0,Low,29
,rent home ,Please CHECK ALL of the following types of retail and restaurant options you would like to see in [city name]. [Other],0.0,Low,30
,rent home ,Which THREE of the items listed in Question 1 do you think should receive the MOST EMPHASIS from City leaders over the next TWO years? [2nd:],0.0,Low,31
,rent home ,"Which of the following best describes your race/ethnicity? [Hispanic, Spanish, or Latino/a/x]",0.0,Low,32
,rent home ,Which of the following best describes your race/ethnicity? [American Indian or Alaska Native],0.0,Low,33
,rent home ,Which of the following best describes your race/ethnicity? [Other],0.0,Low,34
,rent home ,"Which of the following are your primary sources of information about City issues, services, and events?  [Other]",0.0,Low,35
,rent home ,"Please CHECK ALL of the sources of information you use to get information about City services, news, and events? [. Other]",0.0,Low,36
,rent home ,Please CHECK ALL of the following information sources you have used to get information about the City of [city name] during the past year. [Other],0.0,Low,37
,rent home ,Please CHECK ALL of the following that you have done in [city name] over the past year. [Visited City government offices],0.0,Low,38
,rent home ,Please CHECK ALL of the following information sources you are currently using in daily life. [Other],0.0,Low,39
,rent home ,"Thinking of your own life, please check if any of the following obstacles or barriers make it difficult for you to be involved with your community. [None]",0.0,Low,40
perceptions community,rent home ,Perceptions of the Community. Please rate your satisfaction with each of the following items that may influence your perception of the City of [city name]. [. Overall quality of life in the City],0.0,Low,41
,rent home ,Please rate each of the following major categories of services provided by the City of [city name]. [. Overall quality of customer service you receive from City employees],0.0,Low,42
,rent home ,Please rate your satisfaction with each of the following water services. [. Clarity of your tap water],0.0,Low,43
,rent home ,Please rate your satisfaction with each of the park services listed. [. Number of walking and biking trails in the City],0.0,Low,44
,rent home ,Please rate your satisfaction with each of the park services listed. [. The number of City parks],0.0,Low,45
,rent home ,Please rate your satisfaction with the following public safety services provided by the City of [city name]. [. The visibility of police in retail areas],0.0,Low,46
,rent home ,"Please rate your overall satisfaction with major categories of services provided by the City of [city name]. [. Overall quality of police, fire, and emergency medical services]",0.0,Low,47
maintenance,rent home ,Maintenance. Please rate your satisfaction with the following services provided by the City of [city name]. [. Condition of major City streets],0.0,Low,48
,rent home ,"Please define ""Other.""",0.0,Low,49
,rent home ,"Counting yourself, how many people in your household are… [Ages 65-74:]",0.0,Low,50
,rent home ,What is your age?,0.0,Low,51
,rent home ,"Including yourself, how many persons in your household are in each of the following age groups? [65-74 years:]",0.0,Low,52
,rent home ,Please indicate the extent to which you think each of the following are an issue in the City of [city name] by circling the corresponding number below. [. Other],0.0,Low,53
,rent home ,Please rate your satisfaction with each of the following items concerning your recycling service. [. Overall quality of the City's curbside recycling program],0.0,Low,54
,anyone household disabled ,What is your total annual household income?,0.14325764054933562,Low,1
,anyone household disabled ,How many persons in your household are employed in each of the following areas? [Within the City limits of [city name]:],0.1309245272860914,Low,2
,anyone household disabled ,"Counting yourself, how many people in your household are… [Ages 65-74:]",0.1153857084040824,Low,3
,anyone household disabled ,"Including yourself, how many persons in your household are in each of the following age groups? [65-74 years:]",0.10530133154259799,Low,4
major categories city services,anyone household disabled ,Major Categories of City Services. Please indicate whether you or any member of your household have used each of the following services in the past 12 months. [. Customer service provided by city employees],0.09448149553210766,Low,5
,anyone household disabled ,Which FOUR of the services listed above do you think should be the City's top priorities? [2nd:],0.0,Low,6
,anyone household disabled ,Please rate your satisfaction with each of the following items concerning city leadership. [. Overall quality of leadership provided by the City's elected officials],0.0,Low,7
,anyone household disabled ,Please indicate how the City of [city name] compares to other cities in Des Moines metro areas in the following areas. [. City facilities],0.0,Low,8
parks recreation,anyone household disabled ,Parks and Recreation. Please rate the City's performance in the following areas. [. Appearance/maintenance of parks],0.0,Low,9
,anyone household disabled ,"For the items you selected, how would you rate the overall performance? [. Sewer services (e.g., sanitary sewer/wastewater)]",0.0,Low,10
,anyone household disabled ,Please rate the City of [city name] with regard to the following. [. As a place to live],0.0,Low,11
,anyone household disabled ,Please rate each of the following characteristics as they relate to [city name] as a whole. [. Ease of air travel in [city name]],0.0,Low,12
economic development,anyone household disabled ,Economic Development. Which TWO of the following benefits of economic development are MOST IMPORTANT to you? [Other],0.0,Low,13
,anyone household disabled ,How do you receive information about the city's budget and how money is spent? [Other],0.0,Low,14
,anyone household disabled ,Please CHECK ALL of the following items that would make you try DART or cause you to ride more often. [More convenient routes],0.0,Low,15
,anyone household disabled ,Please rate your satisfaction with each of the following communication items. [. The quality of the City's website],0.0,Low,16
,anyone household disabled ,Please rate your satisfaction with each of the following maintenance items. [. Maintenance of major City streets],0.0,Low,17
,anyone household disabled ,What is your gender?,0.0,Low,18
,anyone household disabled ,Please rate your level of agreement with each of the following statements. [. The City of [city name] is a safe community],0.0,Low,19
city aware shortage housing nationwide locally,anyone household disabled ,The City is aware of a shortage of housing nationwide and locally. Different housing types not already offered in [city name] will help meet the needs of future generations in our community. Do you support the City facilitating more housing in [city name] through... [Fourplexes],0.0,Low,20
meet needs future generations city considering changes transportation infrastructure network better accommodate walking biking using public transit charging electric vehicles,anyone household disabled ,"To meet the needs of future generations, the City is considering changes to the transportation infrastructure and network to better accommodate walking, biking, using public transit and charging electric vehicles. Do you support the City's transportation network to better accommodate multimodal transportation by... [Providing safe walking options to and from home, work, school, parks, grocery stores, etc.]",0.0,Low,21
,anyone household disabled ,"If you had a budget of $100 for services provided by the City of Riveria Beach, how would you allocate the funds among these categories? [Please be sure your total adds up to $100.] [Parks, Golf, and Open Spaces (including park, outdoor athletic fields and courts, trails, golf, open space, and trails.)]",0.0,Low,22
,anyone household disabled ,Please rate the performance of the City employees who helped you the last time you contacted the City in the following areas. [. Courtesy],0.0,Low,23
,anyone household disabled ,Please indicate how likely you would be to recommend your community. [. Recommend the community as a place to live],0.0,Low,24
,anyone household disabled ,Do you own or rent your current residence?,0.0,Low,25
,anyone household disabled ,Please rate your satisfaction with each of the following code enforcement items. [. Enforcing the maintenance of commercial property in your neighborhood],0.0,Low,26
,anyone household disabled ,Please rate your satisfaction with each of the following items concerning your trash service. [. City efforts to keep you informed about trash removal issues],0.0,Low,27
,anyone household disabled ,Please rate how safe you feel in the following situations. [. In your neighborhood during the day],0.0,Low,28
,anyone household disabled ,Please rate your satisfaction with each of the following parks and recreation items. [. Number of city parks],0.0,Low,29
,anyone household disabled ,Which THREE of the City services listed in Question 1 do you think are most important for the City to emphasize over the next TWO years? [1st:],0.0,Low,30
perceptions community,anyone household disabled ,Perceptions of the Community. Please rate your satisfaction with each of the following items that may influence your perception of the City of [city name]. [. Overall quality of life in the City],0.0,Low,31
,anyone household disabled ,Which THREE of the items listed in Question 1 do you think should receive the MOST EMPHASIS from City leaders over the next TWO years? [2nd:],0.0,Low,32
,anyone household disabled ,"Which of the following best describes your race/ethnicity? [Hispanic, Spanish, or Latino/a/x]",0.0,Low,33
,anyone household disabled ,Which of the following best describes your race/ethnicity? [American Indian or Alaska Native],0.0,Low,34
,anyone household disabled ,Which of the following best describes your race/ethnicity? [Other],0.0,Low,35
,anyone household disabled ,"Which of the following are your primary sources of information about City issues, services, and events?  [Other]",0.0,Low,36
,anyone household disabled ,"Please CHECK ALL of the sources of information you use to get information about City services, news, and events? [. Other]",0.0,Low,37
,anyone household disabled ,Please CHECK ALL of the following information sources you have used to get information about the City of [city name] during the past year. [Other],0.0,Low,38
,anyone household disabled ,Please CHECK ALL of the following that you have done in [city name] over the past year. [Visited City government offices],0.0,Low,39
,anyone household disabled ,Please CHECK ALL of the following information sources you are currently using in daily life. [Other],0.0,Low,40
,anyone household disabled ,"Thinking of your own life, please check if any of the following obstacles or barriers make it difficult for you to be involved with your community. [None]",0.0,Low,41
,anyone household disabled ,Please rate each of the following major categories of services provided by the City of [city name]. [. Overall quality of customer service you receive from City employees],0.0,Low,42
,anyone household disabled ,"When you think about the number and variety of places to live, work and play in [city name], would you like to see more, about the same, or fewer of the following types of places in [city name]? [. Retail and shopping plazas]",0.0,Low,43
,anyone household disabled ,Please rate your satisfaction with each of the following water services. [. Clarity of your tap water],0.0,Low,44
,anyone household disabled ,Please rate your satisfaction with each of the park services listed. [. Number of walking and biking trails in the City],0.0,Low,45
,anyone household disabled ,Please rate your satisfaction with each of the park services listed. [. The number of City parks],0.0,Low,46
,anyone household disabled ,Please rate your satisfaction with the following public safety services provided by the City of [city name]. [. The visibility of police in retail areas],0.0,Low,47
,anyone household disabled ,"Please rate your overall satisfaction with major categories of services provided by the City of [city name]. [. Overall quality of police, fire, and emergency medical services]",0.0,Low,48
maintenance,anyone household disabled ,Maintenance. Please rate your satisfaction with the following services provided by the City of [city name]. [. Condition of major City streets],0.0,Low,49
,anyone household disabled ,"Please define ""Other.""",0.0,Low,50
,anyone household disabled ,What is your age?,0.0,Low,51
,anyone household disabled ,Please indicate the extent to which you think each of the following are an issue in the City of [city name] by circling the corresponding number below. [. Other],0.0,Low,52
,anyone household disabled ,Please CHECK ALL of the following types of retail and restaurant options you would like to see in [city name]. [Other],0.0,Low,53
,anyone household disabled ,Please rate your satisfaction with each of the following items concerning your recycling service. [. Overall quality of the City's curbside recycling program],0.0,Low,54
major categories city services,anyone household member lgbtq community ,Major Categories of City Services. Please indicate whether you or any member of your household have used each of the following services in the past 12 months. [. Customer service provided by city employees],0.20785660729780092,Low,1
,anyone household member lgbtq community ,Please indicate how likely you would be to recommend your community. [. Recommend the community as a place to live],0.18017886891189347,Low,2
,anyone household member lgbtq community ,Please rate your level of agreement with each of the following statements. [. The City of [city name] is a safe community],0.13516938414086113,Low,3
perceptions community,anyone household member lgbtq community ,Perceptions of the Community. Please rate your satisfaction with each of the following items that may influence your perception of the City of [city name]. [. Overall quality of life in the City],0.11515964577094,Low,4
,anyone household member lgbtq community ,What is your total annual household income?,0.11362520918227335,Low,5
,anyone household member lgbtq community ,"Thinking of your own life, please check if any of the following obstacles or barriers make it difficult for you to be involved with your community. [None]",0.1069958364254847,Low,6
,anyone household member lgbtq community ,How many persons in your household are employed in each of the following areas? [Within the City limits of [city name]:],0.10384316496437916,Low,7
,anyone household member lgbtq community ,"Counting yourself, how many people in your household are… [Ages 65-74:]",0.09151850612493884,Low,8
,anyone household member lgbtq community ,"Including yourself, how many persons in your household are in each of the following age groups? [65-74 years:]",0.08352005364474158,Low,9
city aware shortage housing nationwide locally,anyone household member lgbtq community ,The City is aware of a shortage of housing nationwide and locally. Different housing types not already offered in [city name] will help meet the needs of future generations in our community. Do you support the City facilitating more housing in [city name] through... [Fourplexes],0.05475017155368762,Low,10
,anyone household member lgbtq community ,"For the items you selected, how would you rate the overall performance? [. Sewer services (e.g., sanitary sewer/wastewater)]",0.0,Low,11
,anyone household member lgbtq community ,Please rate the City of [city name] with regard to the following. [. As a place to live],0.0,Low,12
,anyone household member lgbtq community ,Please CHECK ALL of the following items that would make you try DART or cause you to ride more often. [More convenient routes],0.0,Low,13
,anyone household member lgbtq community ,Please rate each of the following characteristics as they relate to [city name] as a whole. [. Ease of air travel in [city name]],0.0,Low,14
parks recreation,anyone household member lgbtq community ,Parks and Recreation. Please rate the City's performance in the following areas. [. Appearance/maintenance of parks],0.0,Low,15
economic development,anyone household member lgbtq community ,Economic Development. Which TWO of the following benefits of economic development are MOST IMPORTANT to you? [Other],0.0,Low,16
,anyone household member lgbtq community ,How do you receive information about the city's budget and how money is spent? [Other],0.0,Low,17
,anyone household member lgbtq community ,Which FOUR of the services listed above do you think should be the City's top priorities? [2nd:],0.0,Low,18
,anyone household member lgbtq community ,Please rate your satisfaction with each of the following items concerning city leadership. [. Overall quality of leadership provided by the City's elected officials],0.0,Low,19
,anyone household member lgbtq community ,Please rate your satisfaction with each of the following communication items. [. The quality of the City's website],0.0,Low,20
,anyone household member lgbtq community ,What is your gender?,0.0,Low,21
,anyone household member lgbtq community ,Please rate how safe you feel in the following situations. [. In your neighborhood during the day],0.0,Low,22
meet needs future generations city considering changes transportation infrastructure network better accommodate walking biking using public transit charging electric vehicles,anyone household member lgbtq community ,"To meet the needs of future generations, the City is considering changes to the transportation infrastructure and network to better accommodate walking, biking, using public transit and charging electric vehicles. Do you support the City's transportation network to better accommodate multimodal transportation by... [Providing safe walking options to and from home, work, school, parks, grocery stores, etc.]",0.0,Low,23
,anyone household member lgbtq community ,"If you had a budget of $100 for services provided by the City of Riveria Beach, how would you allocate the funds among these categories? [Please be sure your total adds up to $100.] [Parks, Golf, and Open Spaces (including park, outdoor athletic fields and courts, trails, golf, open space, and trails.)]",0.0,Low,24
,anyone household member lgbtq community ,Please rate the performance of the City employees who helped you the last time you contacted the City in the following areas. [. Courtesy],0.0,Low,25
,anyone household member lgbtq community ,Do you own or rent your current residence?,0.0,Low,26
,anyone household member lgbtq community ,Please rate your satisfaction with each of the following code enforcement items. [. Enforcing the maintenance of commercial property in your neighborhood],0.0,Low,27
,anyone household member lgbtq community ,Please rate your satisfaction with each of the following items concerning your trash service. [. City efforts to keep you informed about trash removal issues],0.0,Low,28
,anyone household member lgbtq community ,Please indicate how the City of [city name] compares to other cities in Des Moines metro areas in the following areas. [. City facilities],0.0,Low,29
,anyone household member lgbtq community ,Please rate your satisfaction with each of the following parks and recreation items. [. Number of city parks],0.0,Low,30
,anyone household member lgbtq community ,Please rate your satisfaction with each of the following maintenance items. [. Maintenance of major City streets],0.0,Low,31
,anyone household member lgbtq community ,Which THREE of the City services listed in Question 1 do you think are most important for the City to emphasize over the next TWO years? [1st:],0.0,Low,32
,anyone household member lgbtq community ,Which THREE of the items listed in Question 1 do you think should receive the MOST EMPHASIS from City leaders over the next TWO years? [2nd:],0.0,Low,33
,anyone household member lgbtq community ,"Which of the following best describes your race/ethnicity? [Hispanic, Spanish, or Latino/a/x]",0.0,Low,34
,anyone household member lgbtq community ,Which of the following best describes your race/ethnicity? [American Indian or Alaska Native],0.0,Low,35
,anyone household member lgbtq community ,Which of the following best describes your race/ethnicity? [Other],0.0,Low,36
,anyone household member lgbtq community ,"Which of the following are your primary sources of information about City issues, services, and events?  [Other]",0.0,Low,37
,anyone household member lgbtq community ,"Please CHECK ALL of the sources of information you use to get information about City services, news, and events? [. Other]",0.0,Low,38
,anyone household member lgbtq community ,Please CHECK ALL of the following information sources you have used to get information about the City of [city name] during the past year. [Other],0.0,Low,39
,anyone household member lgbtq community ,Please CHECK ALL of the following that you have done in [city name] over the past year. [Visited City government offices],0.0,Low,40
,anyone household member lgbtq community ,Please CHECK ALL of the following information sources you are currently using in daily life. [Other],0.0,Low,41
,anyone household member lgbtq community ,Please rate each of the following major categories of services provided by the City of [city name]. [. Overall quality of customer service you receive from City employees],0.0,Low,42
,anyone household member lgbtq community ,Please rate your satisfaction with each of the following water services. [. Clarity of your tap water],0.0,Low,43
,anyone household member lgbtq community ,Please rate your satisfaction with each of the park services listed. [. Number of walking and biking trails in the City],0.0,Low,44
,anyone household member lgbtq community ,Please rate your satisfaction with each of the park services listed. [. The number of City parks],0.0,Low,45
,anyone household member lgbtq community ,Please rate your satisfaction with the following public safety services provided by the City of [city name]. [. The visibility of police in retail areas],0.0,Low,46
