question_number,question_head_prompt,question_body_prompt,question_tail_prompt,option_1,option_2,option_3,option_4,option_5,option_6,option_7,option_8,option_9,option_10
Q5[03][F],none,please rate satisfaction following maintenance items,03 maintenance sidewalks [city name],Satisfied,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,Don't Know,,,,
Q5[04][F],none,please rate satisfaction following maintenance items,04 cleanliness city buildings city hall community center etc,Don't Know,Very Satisfied,Satisfied,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q5[05][F],none,please rate satisfaction following maintenance items,05 snow removal major city streets,Satisfied,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,Don't Know,,,,
Q5[06][F],none,please rate satisfaction following maintenance items,06 snow removal neighborhood streets,Satisfied,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,Don't Know,,,,
Q5[07][F],none,please rate satisfaction following maintenance items,07 mowing trimming along city streets public areas,Satisfied,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,Don't Know,,,,
Q5[08][F],none,please rate satisfaction following maintenance items,08 overall cleanliness city streets,Satisfied,Very Satisfied,Neutral,Very Dissatisfied,Dissatisfied,Don't Know,,,,
Q5[09][F],none,please rate satisfaction following maintenance items,09 adequacy city street lighting,Satisfied,Very Satisfied,Very Dissatisfied,Neutral,Dissatisfied,Don't Know,,,,
Q5[10][F],none,please rate satisfaction following maintenance items,10 maintenance curbs gutters city streets,Satisfied,Very Satisfied,Dissatisfied,Neutral,Don't Know,Very Dissatisfied,,,,
Q5[11][F],none,please rate satisfaction following maintenance items,11 quality landscaping median city streets,Satisfied,Very Satisfied,Neutral,Very Dissatisfied,Dissatisfied,Don't Know,,,,
Q6[01][F],none,two city maintenance services listed question 5 think receive emphasis city leaders next two years,1st,03. Maintenance of sidewalks in Olathe,07. Mowing and trimming along city streets and other public areas,02. Maintenance of streets in YOUR neighborhood,05. Snow removal on major city streets,09. Adequacy of city street lighting,08. Overall cleanliness of city streets,01. Overall maintenance of city streets,11. Quality of landscaping in median on city streets,"04. Cleanliness of city buildings (City Hall, Community Center, etc.)",06. Snow removal on neighborhood streets
Q6[02][F],none,two city maintenance services listed question 5 think receive emphasis city leaders next two years,2nd,01. Overall maintenance of city streets,03. Maintenance of sidewalks in Olathe,09. Adequacy of city street lighting,02. Maintenance of streets in YOUR neighborhood,08. Overall cleanliness of city streets,10. Maintenance of curbs and gutters on city streets,06. Snow removal on neighborhood streets,05. Snow removal on major city streets,"04. Cleanliness of city buildings (City Hall, Community Center, etc.)",07. Mowing and trimming along city streets and other public areas
Q7[01][F],none,please rate satisfaction following water services,1 water pressure typical day,Satisfied,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,Don't Know,,,,
Q7[02][F],none,please rate satisfaction following water services,2 taste tap water,Satisfied,Very Satisfied,Neutral,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q7[03][F],none,please rate satisfaction following water services,3 smell tap water,Satisfied,Very Satisfied,Neutral,Dissatisfied,Don't Know,Very Dissatisfied,,,,
Q7[04][F],none,please rate satisfaction following water services,4 clarity tap water,Satisfied,Very Satisfied,Neutral,Dissatisfied,Don't Know,Very Dissatisfied,,,,
Q7[05][F],none,please rate satisfaction following water services,5 city keeps informed tap water quality issues,Don't Know,Satisfied,Neutral,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q7[06][F],none,please rate satisfaction following water services,6 well city keeps informed disruptions water service,Don't Know,Satisfied,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q7[07][F],none,please rate satisfaction following water services,7 charged water,Neutral,Satisfied,Very Satisfied,Dissatisfied,Very Dissatisfied,Don't Know,,,,
Q7[08][F],none,please rate satisfaction following water services,8 overall quality water service,Satisfied,Very Satisfied,Don't Know,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q7a[T],none,dissatisfied,none,I believe the charge for water and storm sewer taxes are excessive. ,"People should not be charged such high prices for water, and this applies to JCW as well.  Shame on you. ","Water Pressure, I am sure this is a personal preference. But honestly feel the pressure should be around 55-60 psi.
I haven't checked mine in sometime but would guess on a good day it is only around 40-45 psi",Water is very expensive.  At least the city discontinued required back flow valve testing every year.,Does not taste okay unless I filter it,Too many taxes and fees added to basic water cost. ,Could always save money. ,"If there are in fact quality issues with the water, I’m not aware of them",it costs a fortune between water and sewer,Cost is too high
Q8[01][F],none,please rate satisfaction following items concerning trash service,1 timeliness trash service,Very Satisfied,Satisfied,Dissatisfied,Neutral,Don't Know,Very Dissatisfied,,,,
Q8[02][F],none,please rate satisfaction following items concerning trash service,2 professionalism employees pick trash,Very Satisfied,Satisfied,Neutral,Don't Know,Very Dissatisfied,Dissatisfied,,,,
Q8[03][F],none,please rate satisfaction following items concerning trash service,3 overall effort employees ensure trash removed,Very Satisfied,Satisfied,Neutral,Dissatisfied,Don't Know,Very Dissatisfied,,,,
Q8[04][F],none,please rate satisfaction following items concerning trash service,4 city efforts keep informed trash removal issues,Very Satisfied,Satisfied,Neutral,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q8[05][F],none,please rate satisfaction following items concerning trash service,5 city efforts keep informed disruptions trash service,Very Satisfied,Neutral,Satisfied,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q8[06][F],none,please rate satisfaction following items concerning trash service,6 quickly city personnel respond trash service requests,Very Satisfied,Satisfied,Neutral,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q8[07][F],none,please rate satisfaction following items concerning trash service,7 charged trash service,Very Satisfied,Satisfied,Neutral,Dissatisfied,Very Dissatisfied,Don't Know,,,,
Q8[08][F],none,please rate satisfaction following items concerning trash service,8 overall quality trash service,Very Satisfied,Satisfied,Neutral,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q8[09][F],none,please rate satisfaction following items concerning trash service,9 bulky item pick upremoval services old furniture appliances etc,Very Satisfied,Satisfied,Dissatisfied,Neutral,Don't Know,Very Dissatisfied,,,,
Q8a[T],none,dissatisfied,none,The taxes are high.," 

Not picked up ",There should not be a charge for any item we bring to station. ,trash is waiting to be removed for weeks,fast.  Rough handling,occasionally missed. ,They do not pick up sticks. ,they spill trash  and don't pick it up,Rates are costly,just am.
Q9[01][F],none,please rate satisfaction following items concerning recycling service,1 timeliness recycling pickups,Very Satisfied,Satisfied,Neutral,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q9[02][F],none,please rate satisfaction following items concerning recycling service,2 professionalism employees pick items recycled,Very Satisfied,Satisfied,Neutral,Don't Know,Very Dissatisfied,Dissatisfied,,,,
Q9[03][F],none,please rate satisfaction following items concerning recycling service,3 overall effort employees ensure recycling pickup complete,Very Satisfied,Satisfied,Neutral,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q9[04][F],none,please rate satisfaction following items concerning recycling service,4 well city keeps informed curbside recycling issues,Very Satisfied,Satisfied,Don't Know,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q9[05][F],none,please rate satisfaction following items concerning recycling service,5 quickly city personnel respond requests curbside recycling,Very Satisfied,Satisfied,Don't Know,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q9[06][F],none,please rate satisfaction following items concerning recycling service,6 overall quality citys curbside recycling program,Very Satisfied,Satisfied,Neutral,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q9[07][F],none,please rate satisfaction following items concerning recycling service,7 household hazardous waste disposal service oil paint etc,Very Satisfied,Satisfied,Neutral,Don't Know,Very Dissatisfied,Dissatisfied,,,,
Q9a[T],none,dissatisfied,none,I want weekly recycling. I don’t need weekly yard waste.,Getting rid of disposable batteries needs to be addressed in a better way. ,"I know it’s a cost matter, but I wish pick up was weekly",Would like it to be weekly.,they do not pick up all,It would be amazing if recycling were a weekly pick up. Thank you! ,"In my area they have flip flop recycling pickup a couple of times without any notice. Meaning we put out our recycling on the week it usually comes no pick up. They picked up the next week. Two weeks later they went back to the regular pick up. No notice. Plus recycling should be picked up every week not every other week. NO clue that Olathe offered a paint , and oil pickup. What is the cost for hazardous material pickup?",know nothing about hazardous waste disposal,recycling needs to be every week,Recycling pickup needs to be done every week. 
Q10[01][F],none,please rate satisfaction following transportation items,1 ease northsouth travel [city name] car,Satisfied,Neutral,Very Dissatisfied,Very Satisfied,Dissatisfied,Don't Know,,,,
Q10[02][F],none,please rate satisfaction following transportation items,2 ease eastwest travel [city name] car,Satisfied,Neutral,Very Dissatisfied,Very Satisfied,Dissatisfied,Don't Know,,,,
Q10[03][F],none,please rate satisfaction following transportation items,3 ease travel bicycle [city name],Don't Know,Neutral,Satisfied,Dissatisfied,Very Dissatisfied,Very Satisfied,,,,
Q10[04][F],none,please rate satisfaction following transportation items,4 ease pedestrian travel [city name],Don't Know,Satisfied,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q10[05][F],none,please rate satisfaction following transportation items,5 reliability traffic signal timing progression,Neutral,Satisfied,Very Satisfied,Dissatisfied,Very Dissatisfied,Don't Know,,,,
Q11[01][F],none,two transportation services listed question 10 think receive emphasis city leaders next two years,1st,3. Ease of travel by bicycle in Olathe,2. Ease of east/west travel in Olathe by car,1. Ease of north/south travel in Olathe by car,5. Reliability of traffic signal timing or progression,4. Ease of pedestrian travel in Olathe,,,,,
Q11[02][F],none,two transportation services listed question 10 think receive emphasis city leaders next two years,2nd,5. Reliability of traffic signal timing or progression,1. Ease of north/south travel in Olathe by car,3. Ease of travel by bicycle in Olathe,2. Ease of east/west travel in Olathe by car,4. Ease of pedestrian travel in Olathe,,,,,
Q12[01][F],none,please answer either yes following questions,1 sidewalkstrails,Yes,No,,,,,,,,
Q12[02][F],none,please answer either yes following questions,2 bike lanes bike facilities,No,Yes,,,,,,,,
Q12[03][F],none,please answer either yes following questions,3 streets,Yes,No,,,,,,,,
Q12[04][F],none,please answer either yes following questions,4 public transportation,Yes,No,,,,,,,,
Q12[05][F],none,please answer either yes following questions,5 rideshare applications uber lyft etc,Yes,No,,,,,,,,
Q13[01][F],none,please rate satisfaction following code enforcement items,1 enforcing cleanup debris private property,Don't Know,Neutral,Very Satisfied,Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q13[02][F],none,please rate satisfaction following code enforcement items,2 enforcing mowing cutting weeds private property,Don't Know,Dissatisfied,Neutral,Satisfied,Very Dissatisfied,Very Satisfied,,,,
Q13[03][F],none,please rate satisfaction following code enforcement items,3 enforcing exterior maintenance residential property,Don't Know,Satisfied,Neutral,Dissatisfied,Very Satisfied,Very Dissatisfied,,,,
Q13[04][F],none,please rate satisfaction following code enforcement items,4 enforcing exterior maintenance business property,Don't Know,Satisfied,Neutral,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q13[05][F],none,please rate satisfaction following code enforcement items,5 enforcing sign regulations,Don't Know,Satisfied,Neutral,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q13[06][F],none,please rate satisfaction following code enforcement items,6 professionalism code enforcement employees,Don't Know,Satisfied,Neutral,Very Satisfied,Very Dissatisfied,Dissatisfied,,,,
Q14[01][F],none,two code enforcement services think receive emphasis city leaders next two years,1st,5. Enforcing sign regulations,2. Enforcing the mowing and cutting of weeds on private property,6. Professionalism of code enforcement employees,3. Enforcing the exterior maintenance of residential property,1. Enforcing the clean-up of debris on private property,4. Enforcing the exterior maintenance of business property,,,,
Q14[02][F],none,two code enforcement services think receive emphasis city leaders next two years,2nd,4. Enforcing the exterior maintenance of business property,5. Enforcing sign regulations,2. Enforcing the mowing and cutting of weeds on private property,3. Enforcing the exterior maintenance of residential property,1. Enforcing the clean-up of debris on private property,6. Professionalism of code enforcement employees,,,,
Q15[01][F],none,please rate satisfaction following parks recreation items,01 maintenance city parks,Satisfied,Very Satisfied,Neutral,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q15[02][F],none,please rate satisfaction following parks recreation items,02 number city parks,Satisfied,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,Don't Know,,,,
Q15[03][F],none,please rate satisfaction following parks recreation items,03 number walking biking trails,Satisfied,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,Don't Know,,,,
Q15[04][F],none,please rate satisfaction following parks recreation items,04 maintenance walking biking trails,Satisfied,Very Satisfied,Neutral,Don't Know,Very Dissatisfied,Dissatisfied,,,,
Q15[05][F],none,please rate satisfaction following parks recreation items,05 city swimming pools,Satisfied,Very Satisfied,Don't Know,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q15[06][F],none,please rate satisfaction following parks recreation items,06 quality outdoor athletic fields,Satisfied,Very Satisfied,Don't Know,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q15[07][F],none,please rate satisfaction following parks recreation items,07 senior recreation opportunities,Satisfied,Very Satisfied,Don't Know,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q15[08][F],none,please rate satisfaction following parks recreation items,08 citys youth athletic programs,Satisfied,Very Satisfied,Don't Know,Dissatisfied,Neutral,Very Dissatisfied,,,,
Q15[09][F],none,please rate satisfaction following parks recreation items,09 citys adult athletic programs,Satisfied,Very Satisfied,Don't Know,Dissatisfied,Very Dissatisfied,Neutral,,,,
Q15[10][F],none,please rate satisfaction following parks recreation items,10 city recreation programs classes special population trips special events,Satisfied,Very Satisfied,Don't Know,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q15[11][F],none,please rate satisfaction following parks recreation items,11 ease registering programs,Satisfied,Very Satisfied,Don't Know,Dissatisfied,Neutral,Very Dissatisfied,,,,
Q15[12][F],none,please rate satisfaction following parks recreation items,12 fees charged recreation programs,Satisfied,Neutral,Don't Know,Very Satisfied,Very Dissatisfied,Dissatisfied,,,,
Q15[13][F],none,please rate satisfaction following parks recreation items,13 special events sponsored city park concerts amp july 4th fireworks,Satisfied,Very Satisfied,Don't Know,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q15[14][F],none,please rate satisfaction following parks recreation items,14 quality citys indoor recreation facilities,Satisfied,Very Satisfied,Neutral,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q15[15][F],none,please rate satisfaction following parks recreation items,15 condition restrooms public parks,Satisfied,Very Satisfied,Don't Know,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q15[16][F],none,please rate satisfaction following parks recreation items,16 quality [city name] parks recreation activity guide,Satisfied,Very Satisfied,Don't Know,Dissatisfied,Very Dissatisfied,Neutral,,,,
Q15[17][F],none,please rate satisfaction following parks recreation items,17 condition maintenance [city name] memorial cemetery located intersection harold northgate,Satisfied,Very Satisfied,Don't Know,Neutral,Very Dissatisfied,Dissatisfied,,,,
Q15[18][F],none,please rate satisfaction following parks recreation items,18 quality services provided [city name] memorial cemetery,Satisfied,Very Satisfied,Don't Know,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q15[19][F],none,please rate satisfaction following parks recreation items,19 professionalism parks recreation employees,Satisfied,Very Satisfied,Don't Know,Dissatisfied,Neutral,Very Dissatisfied,,,,
Q16[01][F],none,two parks recreation items listed question 15 think receive emphasis city leaders next two years,1st,01. Maintenance of city parks,07. Senior recreation opportunities,"10. Other city recreation programs, such as classes, special population trips, and special events",03. Number of walking and biking trails,02. Number of city parks,05. City swimming pools,04. Maintenance of walking and biking trails,12. Fees charged for recreation programs,"17. Condition and maintenance of Olathe Memorial Cemetery, located at the intersection of Harold and Northgate",09. The City's adult athletic programs
Q16[02][F],none,two parks recreation items listed question 15 think receive emphasis city leaders next two years,2nd,04. Maintenance of walking and biking trails,"10. Other city recreation programs, such as classes, special population trips, and special events",07. Senior recreation opportunities,13. Special events sponsored by the City (park concerts & July 4th Fireworks),05. City swimming pools,03. Number of walking and biking trails,01. Maintenance of city parks,02. Number of city parks,08. The City's youth athletic programs,15. Condition of restrooms in public parks
Q17[01][F],none,please rate satisfaction following wastewater items,1 odor city wastewater treatment centers,Don't Know,Satisfied,Very Dissatisfied,Neutral,Very Satisfied,Dissatisfied,,,,
Q17[02][F],none,please rate satisfaction following wastewater items,2 overall quality citys wastewater system,Satisfied,Neutral,Don't Know,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q17[03][F],none,please rate satisfaction following wastewater items,3 charged wastewater services,Satisfied,Neutral,Don't Know,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q18[L],none,sewer backup home past year,none,No,Yes,,,,,,,,
Q18a[L],none,backup caused problems citys system,none,No,Yes,,,,,,,,
Q18b[L],none,city respond promptly requests service,none,No,Yes,,,,,,,,
Q18c[L],none,problem resolved satisfaction,none,Yes,No,,,,,,,,
Q19[01][F],none,please rate [city name] regard following,1 place live,Good,Excellent,Poor,Neutral,Below Average,,,,,
Q19[02][F],none,please rate [city name] regard following,2 place raise children,Good,Excellent,Neutral,Don't Know,Poor,Below Average,,,,
Q19[03][F],none,please rate [city name] regard following,3 place work,Good,Excellent,Don't Know,Below Average,Neutral,Poor,,,,
Q19[04][F],none,please rate [city name] regard following,4 place would buy next home,Good,Excellent,Below Average,Neutral,Poor,Don't Know,,,,
Q20[01][F],please answer either yes following questions,1 talked connected neighbors past 6 months,none,Yes,No,,,,,,,,
Q20[02][F],please answer either yes following questions,2 volunteered time past 6 months,none,Yes,No,,,,,,,,
Q20[03][F],please answer either yes following questions,3 able get help either family friends neighbors time need,none,Yes,No,,,,,,,,
Q20[04][F],please answer either yes following questions,4 [city name] provide opportunities connect others,none,Yes,No,,,,,,,,
Q20a[01][M],none,thinking life please check following obstacles barriers make difficult involved community,inflexible demanding work schedule,No,Yes,,,,,,,,
Q20a[02][M],none,thinking life please check following obstacles barriers make difficult involved community,inadequate childcare,No,Yes,,,,,,,,
Q20a[03][M],none,thinking life please check following obstacles barriers make difficult involved community,inadequate transportation,No,Yes,,,,,,,,
Q20a[04][M],none,thinking life please check following obstacles barriers make difficult involved community,feeling somewhat unwelcome,No,Yes,,,,,,,,
Q20a[05][M],none,thinking life please check following obstacles barriers make difficult involved community,concerns safety,No,Yes,,,,,,,,
Q20a[06][M],none,thinking life please check following obstacles barriers make difficult involved community,lack information,No,Yes,,,,,,,,
Q20a[07][M],none,thinking life please check following obstacles barriers make difficult involved community,feeling cant make difference,No,Yes,,,,,,,,
Q20a[08][M],none,thinking life please check following obstacles barriers make difficult involved community,inadequate healthcare,No,Yes,,,,,,,,
Q20a[09][M],none,thinking life please check following obstacles barriers make difficult involved community,inadequate resourcesincome,No,Yes,,,,,,,,
Q20a[10][M],none,thinking life please check following obstacles barriers make difficult involved community,none,Yes,No,,,,,,,,
Q20b[L],none,would describe overall state health,none,Very good,Good,Poor,Excellent,Fair,Don't know/refuse,,,,
Q20c[L],none,generally speaking happy would say,none,Very happy,Happy,Neutral,Not very happy,Don't know/refuse,Not happy at all,,,,
Q21[01][F],none,please rate satisfaction following public safety services provided city [city name],01 visibility police neighborhoods,Satisfied,Neutral,Very Satisfied,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q21[02][F],none,please rate satisfaction following public safety services provided city [city name],02 visibility police retail areas,Satisfied,Neutral,Very Satisfied,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q21[03][F],none,please rate satisfaction following public safety services provided city [city name],03 citys efforts prevent crime,Satisfied,Neutral,Very Satisfied,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q21[04][F],none,please rate satisfaction following public safety services provided city [city name],04 quickly police respond emergencies,Satisfied,Very Satisfied,Don't Know,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q21[05][F],none,please rate satisfaction following public safety services provided city [city name],05 enforcement local traffic laws,Satisfied,Neutral,Very Satisfied,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q21[06][F],none,please rate satisfaction following public safety services provided city [city name],06 overall quality local police protection,Satisfied,Neutral,Very Satisfied,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q21[07][F],none,please rate satisfaction following public safety services provided city [city name],07 quickly fireemergency medical services personnel respond emergencies,Satisfied,Very Satisfied,Don't Know,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q21[08][F],none,please rate satisfaction following public safety services provided city [city name],08 overall quality local fire protectionemergency medical services,Satisfied,Very Satisfied,Don't Know,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q21[09][F],none,please rate satisfaction following public safety services provided city [city name],09 quality animal control,Satisfied,Neutral,Very Satisfied,Don't Know,Very Dissatisfied,Dissatisfied,,,,
Q21[10][F],none,please rate satisfaction following public safety services provided city [city name],10 professionalism employees fireemergency medical services,Satisfied,Very Satisfied,Don't Know,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q21[11][F],none,please rate satisfaction following public safety services provided city [city name],11 professionalism employees police department,Satisfied,Very Satisfied,Don't Know,Neutral,Very Dissatisfied,Dissatisfied,,,,
Q22[01][F],none,two public safety items listed question 21 think receive emphasis city leaders next two years,1st,01. The visibility of police in neighborhoods,08. Overall quality of local fire protection/emergency medical services,03. The City's efforts to prevent crime,02. The visibility of police in retail areas,10. Professionalism of employees from fire/emergency medical services,06. Overall quality of local police protection,07. How quickly fire/emergency medical services personnel respond to emergencies,04. How quickly police respond to emergencies,11. Professionalism of employees from police department,09. Quality of animal control
Q22[02][F],none,two public safety items listed question 21 think receive emphasis city leaders next two years,2nd,08. Overall quality of local fire protection/emergency medical services,02. The visibility of police in retail areas,05. Enforcement of local traffic laws,07. How quickly fire/emergency medical services personnel respond to emergencies,01. The visibility of police in neighborhoods,04. How quickly police respond to emergencies,11. Professionalism of employees from police department,03. The City's efforts to prevent crime,06. Overall quality of local police protection,09. Quality of animal control
Q23[01][F],please answer either yes following questions,01 currently child enrolled [city name] public school,none,No,Yes,,,,,,,,
Q23[02][F],please answer either yes following questions,02 household members visited downtown [city name] past year,none,Yes,No,,,,,,,,
Q23[03][F],please answer either yes following questions,03 household members visited [city name] library past year,none,Yes,No,,,,,,,,
Q23[04][F],please answer either yes following questions,04 household members called visited done business building codes division,none,No,Yes,,,,,,,,
Q23[05][F],please answer either yes following questions,05 household members visited citys website olatheks,none,Yes,No,,,,,,,,
Q23[06][F],please answer either yes following questions,06 household members read citys newsletter olathelink past year,none,Yes,No,,,,,,,,
Q23[07][F],please answer either yes following questions,07 household members called 911 past year,none,No,Yes,,,,,,,,
Q23[08][F],please answer either yes following questions,08 household members visited city park used city walkingbiking trail past year,none,Yes,No,,,,,,,,
Q23[09][F],please answer either yes following questions,09 household members visited indooroutdoor city recreation facilitypool past year,none,No,Yes,,,,,,,,
Q23[10][F],please answer either yes following questions,10 household members participated city recreation program class past year,none,Yes,No,,,,,,,,
Q23[11][F],please answer either yes following questions,11 household members usedread digital version [city name] parks recreation activity guide past year,none,No,Yes,,,,,,,,
Q23[12][F],please answer either yes following questions,12 aware citys online customer request system [city name] connect,none,Yes,No,,,,,,,,
Q24[01][F],none,please indicate likely would recommend community,1 recommend community place live,09,10 (Very Likely),08,06,05,01 (Not at All Likely),07,Don't know,02,04
Q24[02][F],none,please indicate likely would recommend community,2 recommend community place business,09,10 (Very Likely),06,Don't know,07,05,01 (Not at All Likely),08,04,02
Q24[03][F],none,please indicate likely would recommend community,3 recommend community moving right direction,09,10 (Very Likely),08,05,06,07,01 (Not at All Likely),Don't know,04,02
Q24a[T],none,would recommend community,none,"The city government is corrupt and untrustworthy.  The city employees routinely display a clear bias against anyone who is conservative or Christian.  This is seen in the refusal of code enforcement to enforce political sign regulations against home owners who display signs for Democrat candidates, yet if a registered Republican is one sign over the limit the City of Olathe is threatening fines and legal action.  In the last three months I've heard multiple gunshots, including one drive by shooting in my neighborhood.  This violence is the result of the Olathe Police Dept. allowing members of the Juarez Cartel to operate in the city without hindrance.  None of that is to even mention the rampant nepotism in city employment.  As someone with a public admin degree from KU I can't even get an interview for a job with the City of Olathe, but people who are completely unqualified for positions are routinely hired based solely on who they know.  The very fact that ETC Institute is running this survey for the City of Olathe serves to highlight the level of corruption, as it is a clear conflict of interest.","The city and county continue to tax us out of our homes.  The increases in taxes and valuations have become too much to absorb,  And the county plans on raising taxes again......","The KC metro wants to defund police and not operate their cities on a budget. For example, city leaders have become very weak on crime which is why we see crime numbers tick up in southern Olathe neighborhoods. Olathe has a major issue funding their schools correctly because of careless spending for years. I am a younger resident of Olathe and do not foresee me sending my my kids to Olathe public schools. The general population will be forced to pay teachers to teach kids privately in homes. This is exactly what is happening in Johnson county and private schools/private education will be what a lot of people will choose for their kids in the future because private citizens that live in the real world know how to live on a budget and live practically which is something the Olathe public schools do not know despite all employees of public schools having 4 year college degrees. ",Very closed community. Quality of leaders is not good. ,"Not caring, connecting, belonging","Not enough fine dining, have to drive to OP. Not enough affordable housing, not enough new homes built, too many closed restaurants. ",Crime is high with low effort to stop it. Houses/yards are rund down and full of junk or trash by curbs. ,PARKS DEPARMTNET-TERRIBLE WEEDS AT INDIAN CREEK-VERY DARK AND DOESNT FEEL SAFE. TRAFFIC HAS 4X INCREASED,"State and local taxes, property tax. food. ",Liberal political influence 
Q25[01][M],none,following best describes raceethnicity,asian asian indian,No,Yes,,,,,,,,
Q25[02][M],none,following best describes raceethnicity,black african american,No,Yes,,,,,,,,
Q25[03][M],none,following best describes raceethnicity,american indian alaska native,No,Yes,,,,,,,,
Q25[04][M],none,following best describes raceethnicity,white,Yes,No,,,,,,,,
Q25[05][M],none,following best describes raceethnicity,native hawaiian pacific islander,No,Yes,,,,,,,,
Q25[06][M],none,following best describes raceethnicity,hispanic spanish latinoax,No,Yes,,,,,,,,
Q25[99][M],none,following best describes raceethnicity,,No,Yes,,,,,,,,
Q25x99[T],none,please describe raceethnicity,none,American,None of the city's business,African descent ,None of your business. I’m offended that this matters to a city survey. Disgusting. ,Not your business,"Race and color shouldn't matter.  I am an Olathe citizen and we should all be treated equally.  Why would this question even be on the survey?  If I were white should my opinions carry less weight because of what ""white privilege""?",Italian,Prefer not to answer,You don't need to know this. ,Human
Q26[L],none,following best describes current employment status,none,Retired,Employed outside the home,Employed in the home/have a home-based business,Not currently employed outside the home,Student,,,,,
Q26x1[S],none,zip code work,none,64111.0,66215.0,66210.0,66062.0,66216.0,66214.0,66061.0,66104.0,66208.0,66221.0
Q27[S],none,age,none,79.0,75.0,76.0,72.0,29.0,28.0,65.0,57.0,64.0,55.0
Q28[L],none,rent current residence,none,Own,Rent,,,,,,,,
Q29[L],none,members household hearing disability,none,No,Yes,,,,,,,,
Q30[L],none,would say total annual household income,none,"$120,000 or more","$80,000 to $119,999","Under $40,000","$40,000 to $79,999",,,,,,
Q31[L],none,gender,none,Female,Male,Other,,,,,,,
Q32[L],none,would interested learning olathes survey research panel,none,No,Yes,,,,,,,,
Q1[01][F],perception city,please rate satisfaction following,1 overall quality city services,Neutral,Satisfied,Very Satisfied,Dissatisfied,Don't Know,Very Dissatisfied,,,,
Q1[02][F],perception city,please rate satisfaction following,2 overall feeling safety city,Satisfied,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,Don't Know,,,,
Q1[03][F],perception city,please rate satisfaction following,3 overall value receive city tax dollars fees,Neutral,Satisfied,Dissatisfied,Very Dissatisfied,Very Satisfied,Don't Know,,,,
Q1[04][F],perception city,please rate satisfaction following,4 overall image city,Neutral,Satisfied,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,,
Q1[05][F],perception city,please rate satisfaction following,5 well city planning growth,Dissatisfied,Neutral,Satisfied,Very Satisfied,Very Dissatisfied,Don't Know,,,,
Q1[06][F],perception city,please rate satisfaction following,6 overall quality life city,Dissatisfied,Satisfied,Very Satisfied,Neutral,Very Dissatisfied,Don't Know,,,,
Q1[07][F],perception city,please rate satisfaction following,7 [city name] welcoming community people diverse backgrounds,Neutral,Satisfied,Dissatisfied,Very Satisfied,Don't Know,Very Dissatisfied,,,,
Q2[01][F],none,please rate satisfaction services listed,01 overall quality fire emergency medical services,Neutral,Satisfied,Very Satisfied,Don't Know,Dissatisfied,Very Dissatisfied,,,,
