question_number,question_head_prompt,question_body_prompt,question_tail_prompt,option_1,option_2,option_3,option_4,option_5,option_6,option_7,option_8,option_9,option_10
Q11[01][F],Parks and Recreation,Please rate the City's performance in the following areas,"01. City parks (appearance, quality, amenities)",nan:nan,4.0:Excellent,3.0:Good,2.0:Fair,1.0:Poor,9.0:Don't Know,,,,
Q11[02][F],Parks and Recreation,Please rate the City's performance in the following areas,"02. Recreation programs or classes (classes offered, activities, resources)",nan:nan,9.0:Don't Know,2.0:Fair,3.0:Good,1.0:Poor,4.0:Excellent,,,,
Q11[03][F],Parks and Recreation,Please rate the City's performance in the following areas,03. Range/variety of recreation programs and classes,nan:nan,9.0:Don't Know,2.0:Fair,3.0:Good,1.0:Poor,4.0:Excellent,,,,
Q11[04][F],Parks and Recreation,Please rate the City's performance in the following areas,"04. Recreation centers/facilities (appearance, quality, safety)",nan:nan,9.0:Don't Know,3.0:Good,2.0:Fair,1.0:Poor,4.0:Excellent,,,,
Q11[05][F],Parks and Recreation,Please rate the City's performance in the following areas,05. Accessibility of parks (ease of access from home),nan:nan,4.0:Excellent,1.0:Poor,2.0:Fair,3.0:Good,9.0:Don't Know,,,,
Q11[06][F],Parks and Recreation,Please rate the City's performance in the following areas,06. Accessibility of recreation centers/facilities,nan:nan,9.0:Don't Know,4.0:Excellent,2.0:Fair,1.0:Poor,3.0:Good,,,,
Q11[07][F],Parks and Recreation,Please rate the City's performance in the following areas,07. Appearance/maintenance of parks,nan:nan,3.0:Good,2.0:Fair,4.0:Excellent,1.0:Poor,9.0:Don't Know,,,,
Q11[08][F],Parks and Recreation,Please rate the City's performance in the following areas,08. Appearance/maintenance of recreation centers/facilities,nan:nan,9.0:Don't Know,3.0:Good,2.0:Fair,4.0:Excellent,1.0:Poor,,,,
Q11[09][F],Parks and Recreation,Please rate the City's performance in the following areas,"09. Outdoor athletic facilities (soccer/baseball fields, tennis courts)",nan:nan,3.0:Good,9.0:Don't Know,2.0:Fair,4.0:Excellent,1.0:Poor,,,,
Q11[10][F],Parks and Recreation,Please rate the City's performance in the following areas,"10. Walking trails in the city (access, appearance, quality)",nan:nan,4.0:Excellent,3.0:Good,2.0:Fair,1.0:Poor,9.0:Don't Know,,,,
Q11[11][F],Parks and Recreation,Please rate the City's performance in the following areas,"11. Swimming facilities (access, appearance, quality)",nan:nan,9.0:Don't Know,2.0:Fair,1.0:Poor,3.0:Good,4.0:Excellent,,,,
Q11[12][F],Parks and Recreation,Please rate the City's performance in the following areas,12. Ease of registering for city recreation programs/events,nan:nan,9.0:Don't Know,3.0:Good,1.0:Poor,4.0:Excellent,2.0:Fair,,,,
Q11[13][F],Parks and Recreation,Please rate the City's performance in the following areas,13. City golf courses,nan:nan,3.0:Good,4.0:Excellent,9.0:Don't Know,2.0:Fair,1.0:Poor,,,,
Q12[01][F],,Which THREE of the park and recreation services listed above do you think should be the City's top priorities,1st:,nan:nan,"1.0:01. City parks (appearance, quality, amenities)",13.0:13. City golf courses,7.0:07. Appearance/maintenance of parks,5.0:05. Accessibility of parks (ease of access from home),6.0:06. Accessibility of recreation centers/facilities,"4.0:04. Recreation centers/facilities (appearance, quality, safety)","11.0:11. Swimming facilities (access, appearance, quality)","2.0:02. Recreation programs or classes (classes offered, activities, resources)","10.0:10. Walking trails in the city (access, appearance, quality)"
Q12[02][F],,Which THREE of the park and recreation services listed above do you think should be the City's top priorities,2nd:,nan:nan,"9.0:09. Outdoor athletic facilities (soccer/baseball fields, tennis courts)","10.0:10. Walking trails in the city (access, appearance, quality)","4.0:04. Recreation centers/facilities (appearance, quality, safety)","1.0:01. City parks (appearance, quality, amenities)","11.0:11. Swimming facilities (access, appearance, quality)",13.0:13. City golf courses,8.0:08. Appearance/maintenance of recreation centers/facilities,3.0:03. Range/variety of recreation programs and classes,7.0:07. Appearance/maintenance of parks
Q12[03][F],,Which THREE of the park and recreation services listed above do you think should be the City's top priorities,3rd:,nan:nan,"10.0:10. Walking trails in the city (access, appearance, quality)","1.0:01. City parks (appearance, quality, amenities)",7.0:07. Appearance/maintenance of parks,5.0:05. Accessibility of parks (ease of access from home),12.0:12. Ease of registering for city recreation programs/events,"11.0:11. Swimming facilities (access, appearance, quality)","4.0:04. Recreation centers/facilities (appearance, quality, safety)",3.0:03. Range/variety of recreation programs and classes,"9.0:09. Outdoor athletic facilities (soccer/baseball fields, tennis courts)"
Q13[01][F],Code Enforcement Services,Please rate the City's performance in the following areas,01. Enforcement of multi-family building conditions,nan:nan,9.0:Don't Know,2.0:Fair,1.0:Poor,4.0:Excellent,3.0:Good,,,,
Q13[02][F],Code Enforcement Services,Please rate the City's performance in the following areas,02. Enforcement of the mowing of weeds and high grass on private property,nan:nan,3.0:Good,1.0:Poor,9.0:Don't Know,2.0:Fair,4.0:Excellent,,,,
Q13[03][F],Code Enforcement Services,Please rate the City's performance in the following areas,03. Enforcement of blighted residential properties,nan:nan,3.0:Good,1.0:Poor,9.0:Don't Know,2.0:Fair,4.0:Excellent,,,,
Q13[04][F],Code Enforcement Services,Please rate the City's performance in the following areas,04. Enforcement of sign regulations,nan:nan,4.0:Excellent,9.0:Don't Know,3.0:Good,1.0:Poor,2.0:Fair,,,,
Q13[05][F],Code Enforcement Services,Please rate the City's performance in the following areas,05. City efforts to remove junk motor vehicles (inoperative) on private property,nan:nan,9.0:Don't Know,1.0:Poor,2.0:Fair,3.0:Good,4.0:Excellent,,,,
Q13[06][F],Code Enforcement Services,Please rate the City's performance in the following areas,06. Enforcement of bulk/brush trash violations,nan:nan,3.0:Good,9.0:Don't Know,1.0:Poor,4.0:Excellent,2.0:Fair,,,,
Q13[07][F],Code Enforcement Services,Please rate the City's performance in the following areas,07. Enforcement of litter on private property,nan:nan,4.0:Excellent,1.0:Poor,9.0:Don't Know,2.0:Fair,3.0:Good,,,,
Q13[08][F],Code Enforcement Services,Please rate the City's performance in the following areas,08. City efforts to survey and abate mosquitos carrying viruses,nan:nan,9.0:Don't Know,1.0:Poor,3.0:Good,2.0:Fair,4.0:Excellent,,,,
Q13[09][F],Code Enforcement Services,Please rate the City's performance in the following areas,09. Enforcement of food safety in restaurants,nan:nan,9.0:Don't Know,3.0:Good,2.0:Fair,1.0:Poor,4.0:Excellent,,,,
Q13[10][F],Code Enforcement Services,Please rate the City's performance in the following areas,10. Enforcement of yard parking regulations in your neighborhood,nan:nan,4.0:Excellent,9.0:Don't Know,1.0:Poor,3.0:Good,2.0:Fair,,,,
Q14[01][F],,Which TWO of the code enforcement services listed above do you think should be the City's top priorities,1st:,nan:nan,9.0:09. Enforcement of food safety in restaurants,2.0:02. Enforcement of the mowing of weeds and high grass on private property,10.0:10. Enforcement of yard parking regulations in your neighborhood,5.0:05. City efforts to remove junk motor vehicles (inoperative) on private property,8.0:08. City efforts to survey and abate mosquitos carrying viruses,3.0:03. Enforcement of blighted residential properties,6.0:06. Enforcement of bulk/brush trash violations,7.0:07. Enforcement of litter on private property,1.0:01. Enforcement of multi-family building conditions
Q14[02][F],,Which TWO of the code enforcement services listed above do you think should be the City's top priorities,2nd:,nan:nan,4.0:04. Enforcement of sign regulations,5.0:05. City efforts to remove junk motor vehicles (inoperative) on private property,2.0:02. Enforcement of the mowing of weeds and high grass on private property,8.0:08. City efforts to survey and abate mosquitos carrying viruses,1.0:01. Enforcement of multi-family building conditions,9.0:09. Enforcement of food safety in restaurants,3.0:03. Enforcement of blighted residential properties,7.0:07. Enforcement of litter on private property,6.0:06. Enforcement of bulk/brush trash violations
Q15[01][F],Solid Waste Services,Please rate the City's performance in the following areas,1. Garbage collections,nan:nan,4.0:Excellent,9.0:Don't Know,3.0:Good,1.0:Poor,2.0:Fair,,,,
Q15[02][F],Solid Waste Services,Please rate the City's performance in the following areas,2. Recycling,nan:nan,4.0:Excellent,3.0:Good,9.0:Don't Know,2.0:Fair,1.0:Poor,,,,
Q15[03][F],Solid Waste Services,Please rate the City's performance in the following areas,3. Yard waste pick-up,nan:nan,9.0:Don't Know,4.0:Excellent,3.0:Good,2.0:Fair,1.0:Poor,,,,
Q15[04][F],Solid Waste Services,Please rate the City's performance in the following areas,4. Bulk trash pick-up,nan:nan,4.0:Excellent,9.0:Don't Know,3.0:Good,2.0:Fair,1.0:Poor,,,,
Q15[05][F],Solid Waste Services,Please rate the City's performance in the following areas,5. Household hazardous waste disposal,nan:nan,9.0:Don't Know,4.0:Excellent,1.0:Poor,3.0:Good,2.0:Fair,,,,
Q16[01][F],,Which TWO of the solid waste services listed above do you think should be the City's top priorities,1st:,nan:nan,1.0:1. Garbage collections,2.0:2. Recycling,4.0:4. Bulk trash pick-up,5.0:5. Household hazardous waste disposal,3.0:3. Yard waste pick-up,,,,
Q16[02][F],,Which TWO of the solid waste services listed above do you think should be the City's top priorities,2nd:,nan:nan,4.0:4. Bulk trash pick-up,2.0:2. Recycling,1.0:1. Garbage collections,5.0:5. Household hazardous waste disposal,3.0:3. Yard waste pick-up,,,,
Q17[01][F],Streets and Infrastructure/Mobility,Please rate the City's performance in the following areas,01. Maintenance and repair of thoroughfares and major streets,nan:nan,3.0:Good,1.0:Poor,2.0:Fair,4.0:Excellent,9.0:Don't know,,,,
Q17[02][F],Streets and Infrastructure/Mobility,Please rate the City's performance in the following areas,02. Maintenance and repair of streets in your neighborhood,nan:nan,4.0:Excellent,1.0:Poor,2.0:Fair,3.0:Good,9.0:Don't know,,,,
Q17[03][F],Streets and Infrastructure/Mobility,Please rate the City's performance in the following areas,03. Street striping,nan:nan,4.0:Excellent,1.0:Poor,3.0:Good,2.0:Fair,9.0:Don't know,,,,
Q17[04][F],Streets and Infrastructure/Mobility,Please rate the City's performance in the following areas,04. Street cleaning,nan:nan,3.0:Good,1.0:Poor,2.0:Fair,4.0:Excellent,9.0:Don't know,,,,
Q17[05][F],Streets and Infrastructure/Mobility,Please rate the City's performance in the following areas,05. Street lighting,nan:nan,3.0:Good,2.0:Fair,1.0:Poor,4.0:Excellent,9.0:Don't know,,,,
Q17[06][F],Streets and Infrastructure/Mobility,Please rate the City's performance in the following areas,06. Traffic signs and signal operations,nan:nan,3.0:Good,2.0:Fair,4.0:Excellent,1.0:Poor,9.0:Don't know,,,,
Q17[07][F],Streets and Infrastructure/Mobility,Please rate the City's performance in the following areas,07. Sidewalk maintenance,nan:nan,3.0:Good,1.0:Poor,2.0:Fair,9.0:Don't know,4.0:Excellent,,,,
Q17[08][F],Streets and Infrastructure/Mobility,Please rate the City's performance in the following areas,08. Alley maintenance,nan:nan,3.0:Good,1.0:Poor,9.0:Don't know,2.0:Fair,4.0:Excellent,,,,
Q17[09][F],Streets and Infrastructure/Mobility,Please rate the City's performance in the following areas,09. Curbs and gutters,nan:nan,4.0:Excellent,3.0:Good,1.0:Poor,2.0:Fair,9.0:Don't know,,,,
Q17[10][F],Streets and Infrastructure/Mobility,Please rate the City's performance in the following areas,"10. Bike lanes in the city (shared, protected and multi-use)",nan:nan,2.0:Fair,3.0:Good,1.0:Poor,4.0:Excellent,9.0:Don't know,,,,
Q18[01][F],,Which TWO of the street and infrastructure services listed above do you think should be the City's top priorities,1st:,nan:nan,1.0:01. Maintenance and repair of thoroughfares and major streets,8.0:08. Alley maintenance,2.0:02. Maintenance and repair of streets in your neighborhood,5.0:05. Street lighting,"10.0:10. Bike lanes in the city (shared, protected and multi-use)",7.0:07. Sidewalk maintenance,9.0:09. Curbs and gutters,3.0:03. Street striping,4.0:04. Street cleaning
Q18[02][F],,Which TWO of the street and infrastructure services listed above do you think should be the City's top priorities,2nd:,nan:nan,7.0:07. Sidewalk maintenance,1.0:01. Maintenance and repair of thoroughfares and major streets,2.0:02. Maintenance and repair of streets in your neighborhood,3.0:03. Street striping,"10.0:10. Bike lanes in the city (shared, protected and multi-use)",6.0:06. Traffic signs and signal operations,5.0:05. Street lighting,8.0:08. Alley maintenance,4.0:04. Street cleaning
Q19[01][F],Other City Services/Facilities,Please rate the City's performance in the following areas,01. Services to seniors,nan:nan,9.0:Don't know,3.0:Good,1.0:Poor,2.0:Fair,4.0:Excellent,,,,
Q19[02][F],Other City Services/Facilities,Please rate the City's performance in the following areas,02. Services to youth,nan:nan,9.0:Don't know,2.0:Fair,1.0:Poor,3.0:Good,4.0:Excellent,,,,
Q19[03][F],Other City Services/Facilities,Please rate the City's performance in the following areas,"03. Services to underserved communities, including populations who face barriers such as low income, lower levels of education, limited English proficiency, and mental or physical disabilities",nan:nan,9.0:Don't know,1.0:Poor,2.0:Fair,3.0:Good,4.0:Excellent,,,,
Q19[04][F],Other City Services/Facilities,Please rate the City's performance in the following areas,04. Services to unhoused residents,nan:nan,9.0:Don't know,1.0:Poor,2.0:Fair,3.0:Good,4.0:Excellent,,,,
Q19[05][F],Other City Services/Facilities,Please rate the City's performance in the following areas,"05. Housing services programs (home repair, loan assistance, neighborhood grants, etc.)",nan:nan,9.0:Don't know,1.0:Poor,2.0:Fair,3.0:Good,4.0:Excellent,,,,
Q19[06][F],Other City Services/Facilities,Please rate the City's performance in the following areas,06. Variety of arts and cultural programs,nan:nan,3.0:Good,9.0:Don't know,2.0:Fair,4.0:Excellent,1.0:Poor,,,,
Q19[07][F],Other City Services/Facilities,Please rate the City's performance in the following areas,07. Appearance/maintenance of arts and cultural centers/facilities,nan:nan,4.0:Excellent,9.0:Don't know,3.0:Good,2.0:Fair,1.0:Poor,,,,
Q19[08][F],Other City Services/Facilities,Please rate the City's performance in the following areas,08. Accessibility of arts and cultural centers/facilities,nan:nan,3.0:Good,9.0:Don't know,4.0:Excellent,2.0:Fair,1.0:Poor,,,,
Q19[09][F],Other City Services/Facilities,Please rate the City's performance in the following areas,09. Variety of library materials,nan:nan,9.0:Don't know,3.0:Good,4.0:Excellent,2.0:Fair,1.0:Poor,,,,
Q19[10][F],Other City Services/Facilities,Please rate the City's performance in the following areas,10. Appearance/maintenance of libraries/facilities,nan:nan,4.0:Excellent,9.0:Don't know,3.0:Good,2.0:Fair,1.0:Poor,,,,
Q19[11][F],Other City Services/Facilities,Please rate the City's performance in the following areas,11. Accessibility of City facilities/services for all persons,nan:nan,9.0:Don't know,3.0:Good,2.0:Fair,1.0:Poor,4.0:Excellent,,,,
Q19[12][F],Other City Services/Facilities,Please rate the City's performance in the following areas,12. Variety of arts and cultural programs,nan:nan,3.0:Good,9.0:Don't know,4.0:Excellent,2.0:Fair,1.0:Poor,,,,
Q19[13][F],Other City Services/Facilities,Please rate the City's performance in the following areas,13. Services that seek to address racial and ethnic disparities,nan:nan,9.0:Don't know,2.0:Fair,1.0:Poor,3.0:Good,4.0:Excellent,,,,
Q20[L],,Customer Service,,nan:nan,1.0:Yes,2.0:No,,,,,,,
Q20a[01][F],,Please rate the performance of the City employees who helped you the last time you contacted the City in the following areas,1. Knowledge,nan:nan,4.0:Excellent,3.0:Good,1.0:Poor,2.0:Fair,9.0:Don't know,,,,
Q20a[02][F],,Please rate the performance of the City employees who helped you the last time you contacted the City in the following areas,2. Responsiveness,nan:nan,4.0:Excellent,1.0:Poor,3.0:Good,2.0:Fair,9.0:Don't know,,,,
Q20a[03][F],,Please rate the performance of the City employees who helped you the last time you contacted the City in the following areas,3. Courtesy,nan:nan,4.0:Excellent,3.0:Good,2.0:Fair,1.0:Poor,9.0:Don't know,,,,
Q20a[04][F],,Please rate the performance of the City employees who helped you the last time you contacted the City in the following areas,4. Overall,nan:nan,4.0:Excellent,2.0:Fair,3.0:Good,1.0:Poor,9.0:Don't know,,,,
Q21[01][F],,Please rate your level of agreement with the following statements,1. I am pleased with the overall direction that the City of city_name is taking,nan:nan,4.0:Agree,3.0:Neutral,2.0:Disagree,1.0:Strongly Disagree,9.0:Don't Know,5.0:Strongly Agree,,,
Q21[02][F],,Please rate your level of agreement with the following statements,2. The City of city_name government welcomes resident involvement,nan:nan,3.0:Neutral,9.0:Don't Know,4.0:Agree,2.0:Disagree,1.0:Strongly Disagree,5.0:Strongly Agree,,,
Q21[03][F],,Please rate your level of agreement with the following statements,3. The City of city_name government listens to a diverse range of people,nan:nan,4.0:Agree,5.0:Strongly Agree,1.0:Strongly Disagree,9.0:Don't Know,2.0:Disagree,3.0:Neutral,,,
Q21[04][F],,Please rate your level of agreement with the following statements,4. Employees at the City of city_name are ethical in the way they conduct City business,nan:nan,3.0:Neutral,9.0:Don't Know,2.0:Disagree,4.0:Agree,1.0:Strongly Disagree,5.0:Strongly Agree,,,
Q21[05][F],,Please rate your level of agreement with the following statements,5. Government leaders at the City of city_name are ethical in the way they conduct business,nan:nan,3.0:Neutral,9.0:Don't Know,1.0:Strongly Disagree,2.0:Disagree,4.0:Agree,5.0:Strongly Agree,,,
Q21[06][F],,Please rate your level of agreement with the following statements,6. I am pleased with the direction the City is taking to address racial and ethnic disparities,nan:nan,9.0:Don't Know,3.0:Neutral,2.0:Disagree,1.0:Strongly Disagree,4.0:Agree,5.0:Strongly Agree,,,
Q22[N],,How many years have you lived in city_name,,14.0,3.0,20.0,30.0,27.0,15.0,31.0,24.0,40.0,6.0
Q23[N],,What is your age,,32.0,33.0,52.0,37.0,27.0,39.0,31.0,62.0,42.0,65.0
Q24[L],,What is your gender,,nan:nan,1.0:Male,2.0:Female,3.0:Self-identified,,,,,,
Q25[L],,"Are you of Hispanic, Latino, or Spanish origin",,nan:nan,2.0:No,1.0:Yes,,,,,,,
Q26[01][M],,Which of the following best describes your race/ethnicity,Asian or Asian Indian,nan:nan,nan:No,Y:Yes,,,,,,,
Q26[02][M],,Which of the following best describes your race/ethnicity,Black or African American,nan:nan,nan:No,Y:Yes,,,,,,,
Q26[03][M],,Which of the following best describes your race/ethnicity,American Indian or Alaska Native,nan:nan,nan:No,Y:Yes,,,,,,,
Q26[04][M],,Which of the following best describes your race/ethnicity,White or Caucasian,nan:nan,Y:Yes,nan:No,,,,,,,
Q26[05][M],,Which of the following best describes your race/ethnicity,Native Hawaiian or other Pacific Islander,nan:nan,nan:No,Y:Yes,,,,,,,
Q26[06][M],,Which of the following best describes your race/ethnicity,"Hispanic, Spanish, or Latino/a/x",nan:nan,nan:No,Y:Yes,,,,,,,
Q26[07][M],,Which of the following best describes your race/ethnicity,Korean,nan:nan,,,,,,,,,
Q26[08][M],,Which of the following best describes your race/ethnicity,Chinese,nan:nan,,,,,,,,,
Q26[09][M],,Which of the following best describes your race/ethnicity,Middle Eastern or North African,nan:nan,,,,,,,,,
Q26[10][M],,Which of the following best describes your race/ethnicity,Slavic/Eastern European,nan:nan,,,,,,,,,
Q26[77][M],,Which of the following best describes your race/ethnicity,Unknown/Don't know,nan:nan,,,,,,,,,
Q26[88][M],,Which of the following best describes your race/ethnicity,Prefer not to say,nan:nan,,,,,,,,,
Q26[99][M],,Which of the following best describes your race/ethnicity,Other,nan:nan,nan:No,Y:Yes,,,,,,,
Q26x99[S],,Please describe your race/ethnicity,,Hispanic,Multi american,"German, Slovak, Rusyn, Irish",Na ,Hispanic ,Iranian American,Biracial,Mixed,NA ,Other 
Q27[01][K],,"Including yourself, how many persons in your household are",Under age 12:,2.0,1.0,0.0,3.0,4.0,5.0,12.0,,,
Q27[02][K],,"Including yourself, how many persons in your household are",Ages 12-17:,0.0,1.0,3.0,2.0,17.0,4.0,9.0,16.0,,
Q27[03][K],,"Including yourself, how many persons in your household are",Ages 18-34:,2.0,1.0,0.0,3.0,23.0,9.0,4.0,34.0,35.0,
Q27[04][K],,"Including yourself, how many persons in your household are",Ages 35-49:,1.0,2.0,0.0,3.0,47.0,44.0,4.0,,,
Q27[05][K],,"Including yourself, how many persons in your household are",Ages 50-64:,1.0,0.0,2.0,40.0,61.0,9.0,3.0,62.0,57.0,33.0
Q27[06][K],,"Including yourself, how many persons in your household are",Ages 65+:,0.0,2.0,1.0,65.0,70.0,3.0,72.0,6.0,20.0,71.0
Q28[L],,What is the primary language spoken in your home,,nan:nan,1.0:English,2.0:Spanish,8.0:Other,3.0:French,6.0:Chinese,7.0:Vietnamese,,,
Q28x8[S],,"Please define ""Other",,Italian ,Portuguese,Urdu,English and Spanish,"Equal use of English, German, & Italian",日本語,Kutchi Indian language ,Italian,,
Q29[L],,What is your total annual household income,,nan:nan,"5.0:$100,000 or more","3.0:$50,000 - $74,999","2.0:$25,000 - $49,999","4.0:$75,000 - $99,999","1.0:Less than $24,999",,,,
Q30[L],,Do you own or rent your home,,nan:nan,1.0:Own,2.0:Rent (or occupy without paying),,,,,,,
Q31[L],,Are you or is anyone in your household disabled,,nan:nan,2.0:No,1.0:Yes,,,,,,,
Q32[L],,Are you or is anyone in your household a member of the LGBTQ+ community,,nan:nan,2.0:No,1.0:Yes,,,,,,,
Q33[L],,Would you be willing to participate in future surveys sponsored by the City of {INSERTANS:8245X10302X182318ComName},,nan:nan,1.0:Yes,2.0:No,,,,,,,
Q1[01][F],,Please rate your overall satisfaction with major categories of services provided by the City of city_name,"01. Overall quality of police, fire, and emergency medical services",nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q1[02][F],,Please rate your overall satisfaction with major categories of services provided by the City of city_name,02. Overall quality of city parks and recreation programs and facilities,nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q1[03][F],,Please rate your overall satisfaction with major categories of services provided by the City of city_name,"03. Overall maintenance of city streets, buildings and facilities",nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q1[04][F],,Please rate your overall satisfaction with major categories of services provided by the City of city_name,04. Overall quality of city water and sewer utilities,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q1[05][F],,Please rate your overall satisfaction with major categories of services provided by the City of city_name,05. Overall enforcement of city codes and ordinances,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q1[06][F],,Please rate your overall satisfaction with major categories of services provided by the City of city_name,06. Overall quality of customer service you receive from city employees,nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q1[07][F],,Please rate your overall satisfaction with major categories of services provided by the City of city_name,07. Overall effectiveness of city communication with the public,nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,2.0:Dissatisfied,3.0:Neutral,1.0:Very Dissatisfied,,,
Q1[08][F],,Please rate your overall satisfaction with major categories of services provided by the City of city_name,08. Overall quality of the City's stormwater runoff/stormwater management system,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q1[09][F],,Please rate your overall satisfaction with major categories of services provided by the City of city_name,09. Overall flow of traffic and congestion management in city_name,nan:nan,4.0:Satisfied,5.0:Very Satisfied,2.0:Dissatisfied,3.0:Neutral,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q1[10][F],,Please rate your overall satisfaction with major categories of services provided by the City of city_name,"10. Overall quality of City of city_name's solid waste system (trash, recycling, yard waste)",nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q1[11][F],,Please rate your overall satisfaction with major categories of services provided by the City of city_name,11. Overall quality of city libraries,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q2[01][F],,Which THREE of the major categories of city services listed in Question 1 do you think should receive the MOST EMPHASIS from city leaders over the next TWO years,1st:,nan:nan,9.0:09. Overall flow of traffic and congestion management in Olathe,"3.0:03. Overall maintenance of city streets, buildings and facilities",2.0:02. Overall quality of city parks and recreation programs and facilities,"1.0:01. Overall quality of police, fire, and emergency medical services",5.0:05. Overall enforcement of city codes and ordinances,7.0:07. Overall effectiveness of city communication with the public,6.0:06. Overall quality of customer service you receive from city employees,"10.0:10. Overall quality of City of Olathe's solid waste system (trash, recycling, yard waste)",4.0:04. Overall quality of city water and sewer utilities
Q2[02][F],,Which THREE of the major categories of city services listed in Question 1 do you think should receive the MOST EMPHASIS from city leaders over the next TWO years,2nd:,nan:nan,"3.0:03. Overall maintenance of city streets, buildings and facilities",5.0:05. Overall enforcement of city codes and ordinances,8.0:08. Overall quality of the City's stormwater runoff/stormwater management system,"1.0:01. Overall quality of police, fire, and emergency medical services",2.0:02. Overall quality of city parks and recreation programs and facilities,9.0:09. Overall flow of traffic and congestion management in Olathe,"10.0:10. Overall quality of City of Olathe's solid waste system (trash, recycling, yard waste)",4.0:04. Overall quality of city water and sewer utilities,7.0:07. Overall effectiveness of city communication with the public
Q2[03][F],,Which THREE of the major categories of city services listed in Question 1 do you think should receive the MOST EMPHASIS from city leaders over the next TWO years,3rd:,nan:nan,4.0:04. Overall quality of city water and sewer utilities,7.0:07. Overall effectiveness of city communication with the public,9.0:09. Overall flow of traffic and congestion management in Olathe,"3.0:03. Overall maintenance of city streets, buildings and facilities",5.0:05. Overall enforcement of city codes and ordinances,"1.0:01. Overall quality of police, fire, and emergency medical services",2.0:02. Overall quality of city parks and recreation programs and facilities,8.0:08. Overall quality of the City's stormwater runoff/stormwater management system,6.0:06. Overall quality of customer service you receive from city employees
Q3[01][F],,Please rate your satisfaction with each of the following items that may influence your perception of the City of city_name,01. Overall quality of services provided by the City of city_name,nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,3.0:Neutral,1.0:Very Dissatisfied,2.0:Dissatisfied,,,
Q3[02][F],,Please rate your satisfaction with each of the following items that may influence your perception of the City of city_name,02. Overall image of the City,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q3[03][F],,Please rate your satisfaction with each of the following items that may influence your perception of the City of city_name,03. Overall quality of life in the City,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,1.0:Very Dissatisfied,2.0:Dissatisfied,9.0:Don't Know,,,
Q3[04][F],,Please rate your satisfaction with each of the following items that may influence your perception of the City of city_name,04. Overall quality of your neighborhood,nan:nan,5.0:Very Satisfied,3.0:Neutral,4.0:Satisfied,2.0:Dissatisfied,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q3[05][F],,Please rate your satisfaction with each of the following items that may influence your perception of the City of city_name,05. Overall quality of new residential development in the City,nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,3.0:Neutral,1.0:Very Dissatisfied,2.0:Dissatisfied,,,
Q3[06][F],,Please rate your satisfaction with each of the following items that may influence your perception of the City of city_name,"06. Overall quality of new commercial development in the City, including architecture and design",nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q3[07][F],,Please rate your satisfaction with each of the following items that may influence your perception of the City of city_name,07. Overall quality of public education in city_name,nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q3[08][F],,Please rate your satisfaction with each of the following items that may influence your perception of the City of city_name,08. The overall value that you receive for your city tax dollars and fees,nan:nan,4.0:Satisfied,3.0:Neutral,5.0:Very Satisfied,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
